award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
P047A170620,1,,,257474.00,0.00,257474.0,0.00,,,,2017-05-30,2017-06-01,2018-05-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,091,"EDUCATION, DEPARTMENT OF (9100)",,,,,074004169,D'YOUVILLE COLLEGE,D'YOUVILLE COLLEGE,074004169,USA,UNITED STATES,320 PORTER AVE,,,BUFFALO,029,ERIE,NY,NEW YORK,14201,1032,26,,,,USA,UNITED STATES,NY11000,BUFFALO,029,ERIE,NEW YORK,142011032,26,,84.047,TRIO_UPWARD BOUND,04,,D'YOUVILLE COLLEGE UPWARD BOUND WILL PROVIDE ACADEMIC SUPPORT SERVICES TO AT-RISK HIGH SCHOOL STUDENTS TO INCREASE THE NUMBER OF STUDENTS WHO ENROLL IN AND SUCCEED IN POSTSECONDARY EDUCATION.,NON,,20,,,,A,,2,,2017-06-07 00:00:00
S184G140190,4,,,192691.00,0.00,192691.0,0.00,,,,2017-08-17,2017-10-01,2018-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,091,"EDUCATION, DEPARTMENT OF (9100)",,,,,100054436,AUBURN ENLARGED CITY SCHOOL DISTRICT,AUBURN ENLARGED CITY SCHOOL DISTRICT,100054436,USA,UNITED STATES,78 THORNTON AVE,,,AUBURN,011,CAYUGA,NY,NEW YORK,13021,4683,24,,,,USA,UNITED STATES,NY03078,AUBURN,011,CAYUGA,NEW YORK,130214683,24,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,"ACCESS (AUBURN CLIMATE COLLABORATION IN ELEMENTARY & SECONDARY SCHOOLS, A SCHOOL CLIMATE TRANSFORMATION GRANT PROPOSAL TO IMPLEMENT A MULTI-TIERED BEHAVIORAL FRAMEWORK IN AUBURN, NY",NON,,02,,,,A,,2,,2017-09-06 00:00:00
P047M170585,1,,,263938.00,0.00,263938,,,,,2017-09-28,2017-09-01,2018-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,090189965,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE","RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",020657151,USA,UNITED STATES,4400 VESTAL PKWY E,,06607,BINGHAMTON,007,BROOME,NY,NEW YORK,13902,4600,22,,,,USA,UNITED STATES,NY06618,BINGHAMTON,007,BROOME,NEW YORK,13902-4600,22,,84.047,TRIO UPWARD BOUND,04,,BINGHAMTON UNIVERSITY UPWARD BOUND MATH AND SCIENCE,NON,,H,,,,A,,2,,2018-03-12 17:42:01.812538
P217A170023,1,,,232265,0,232265,,,,,2017-09-13,2017-10-01,2018-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,620127915,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,695 PARK AVE,,51000,NEW YORK                    ,061,NEW YORK,NY,NEW YORK,10065,5024,12,,,,USA,UNITED STATES,NY51000,NEW YORK                    ,061,NEW YORK,NEW YORK,10065-5024,12,,84.217,TRIO MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POSTBACCALAUREATE ACHIEVEMENT PROGRAM,NON,,H,,,,A,,2,,2017-10-19 18:50:11.505035
P047A170124,2,,,6759,0,6759,,,,,2017-09-28,2017-08-01,2018-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,152606901,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE","RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",020657151,USA,UNITED STATES,101 BROAD ST,,58574,PLATTSBURGH                 ,019,CLINTON,NY,NEW YORK,12901,2637,21,,,,USA,UNITED STATES,NY58574,PLATTSBURGH                 ,019,CLINTON,NEW YORK,12901-2637,21,,84.047,TRIO UPWARD BOUND,04,,ADIRONDACK SCHOOLS UPWARD BOUND PROGRAM TO SERVE 63 STUDENTS IN 7 TARGET SCHOOLS OF ESSEX AND FRANKLIN COUNTIES OF NEW YORK STATE.,NON,,H,,C,,C,,2,,2017-10-27 21:02:21.148043
S367A120031,3,,,-74861.79,0,-74861.79,,,0.00,,2017-09-29,2012-07-01,2013-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,"EDUCATION DEPARTMENT, NEW YORK STATE","NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,01000,ALBANY                      ,001,ALBANY,NY,NEW YORK,12234,1000,20,,,,USA,UNITED STATES,NY01000,ALBANY                      ,001,ALBANY,NEW YORK,12234-1000,20,,84.367,SUPPORTING EFFECTIVE INSTRUCTION STATE GRANTS (FORMELY IMPROVING TEACHER QUALITY STATE GRANTS),03,,UNKNOWN TITLE,NON,,A,,C,,D,,2,,2017-10-27 20:55:44.697665
P116J090011,20,,,-66590,0,-66590,,,0.00,,2017-09-30,2012-09-01,2016-02-29,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,824771034,"HEALTH RESEARCH, INC.","HEALTH RESEARCH, INC.",002436061,USA,UNITED STATES,ELM AND CARLTON ST,,11000,BUFFALO                     ,029,ERIE,NY,NEW YORK,14263,0001,26,,,,USA,UNITED STATES,NY11000,BUFFALO                     ,029,ERIE,NEW YORK,14263-0001,26,,84.116,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,04,,CANSYS: AN EU-US INTERDISCIPLINARY MASTER'S TRAINING PROGRAM FUSING SYSTEMS AND CANCER BIOLOGY,NON,,M,,C,,D,,2,,2017-10-27 20:39:41.616327
P047A171146,2,,,6438.00,417434.00,423872,,,,,2017-09-28,2017-09-01,2018-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,066968454,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,066968454,USA,UNITED STATES,86-01 23RD AVE,,21952,EAST ELMHURST,081,QUEENS,NY,NEW YORK,11369,1037,14,,,,USA,UNITED STATES,NY21952,EAST ELMHURST,081,QUEENS,NEW YORK,11369-1037,14,,84.047,TRIO UPWARD BOUND,04,,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY'S UPWARD BOUND PROGRAM: PROMOTING LOW-INCOME AND POTENTIAL FIRST-GENERATION COLLEGE STUDENTS TO ENTER AND COMPLETE POSTSECONDARY EDUCATION,NON,,O,,,,C,,2,,2018-03-12 17:42:51.045692
P047A171534,2,,,7366,0,7366,,,,,2017-09-29,2017-09-01,2018-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,137840018,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,199 CHAMBERS ST,,51000,NEW YORK                    ,061,NEW YORK,NY,NEW YORK,10007,1044,10,,,,USA,UNITED STATES,NY51000,NEW YORK                    ,061,NEW YORK,NEW YORK,10007-1044,10,,84.047,TRIO UPWARD BOUND,04,,BOROUGH OF MANHATTAN COMMUNITY COLLEGE/CUNY TRIO GRANT APPLICATION: SMART LOOKS LIKE ME.,NON,,H,,C,,C,,2,,2017-10-27 20:42:11.799722
P217A170139,1,,,232265,0,232265,,,,,2017-09-13,2017-10-01,2018-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,044827764,MERCY COLLEGE,MERCY COLLEGE,044827764,USA,UNITED STATES,555 BROADWAY FRNT,,20698,DOBBS FERRY                 ,119,WESTCHESTER,NY,NEW YORK,10522,1134,17,,,,USA,UNITED STATES,NY20698,DOBBS FERRY                 ,119,WESTCHESTER,NEW YORK,10522-1134,17,,84.217,TRIO MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POSTBACCALAUREATE ACHIEVEMENT PROGRAM AT MERCY COLLEGE,NON,,G,,,,A,,2,,2017-10-19 18:53:55.035596
P022A170007,2,,,2997,0,2997,,,0,,2017-09-29,2017-09-30,2019-03-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,872612445,"CORNELL UNIVERSITY, INC",CORNELL UNIVERSITY,002254837,USA,UNITED STATES,373 PINE TREE RD,,38077,ITHACA                      ,109,TOMPKINS,NY,NEW YORK,14850,2820,23,,,,USA,UNITED STATES,NY38088,ITHACA                      ,109,TOMPKINS,NEW YORK,14850-2820,23,,84.022,OVERSEAS PROGRAMS - DOCTORAL DISSERTATION RESEARCH ABROAD,04,,UNKNOWN TITLE,NON,,O,,C,,C,,2,,2017-10-27 20:42:34.89486
P022A170038,3,,,10629.00,0.00,10629,,,,,2017-09-29,2017-09-30,2019-03-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,049179401,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",049179401,USA,UNITED STATES,116TH AND BDWY,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10027,,13,,,,USA,UNITED STATES,NY51000,NEW YORK,061,NEW YORK,NEW YORK,10027,13,,84.022,OVERSEAS PROGRAMS - DOCTORAL DISSERTATION RESEARCH ABROAD,04,,UNKNOWN TITLE,NON,,O,,,,C,,2,,2018-03-12 17:38:53.643333
P335A140003,4,,,117725,0,117725,,,0.00,,2017-09-28,2017-10-01,2018-10-01,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,152607024,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE","RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",020657151,USA,UNITED STATES,350 NEW CAMPUS DR FL 5,,08466,BROCKPORT                   ,055,MONROE,NY,NEW YORK,14420,2997,25,,,,USA,UNITED STATES,NY08466,BROCKPORT                   ,055,MONROE,NEW YORK,14420-2997,25,,84.335,CHILD CARE ACCESS MEANS PARENTS IN SCHOOL,04,,CHILD CARE ACCESS MEANS PARENTS IN SCHOOL,NON,,H,,C,,B,,2,,2017-10-27 20:42:10.324472
U282M160018,3,,,2623134,0,2623134,,,0.00,,2017-09-28,2017-10-01,2018-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,828961610,DEMOCRACY PREP PUBLIC SCHOOLS INC.,,,USA,UNITED STATES,1767 PARK AVE 5TH FL,,51000,NEW YORK                    ,061,NEW YORK,NY,NEW YORK,10030,3201,13,,,,USA,UNITED STATES,NY51000,NEW YORK                    ,061,NEW YORK,NEW YORK,10030-3201,13,,84.282,CHARTER SCHOOLS,04,,"REPLICATING AND EXPANDING THE DEMOCRACY PREP DREAM TO EDUCATE OVER 11,000 STUDENTS",NON,,M,,C,,C,,2,,2017-10-27 20:41:27.984394
P217A170053,1,,,232265,0,232265,,,,,2017-09-13,2017-10-01,2018-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,872612445,"CORNELL UNIVERSITY, INC",CORNELL UNIVERSITY,002254837,USA,UNITED STATES,373 PINE TREE RD,,38077,ITHACA                      ,109,TOMPKINS,NY,NEW YORK,14850,2820,23,,,,USA,UNITED STATES,NY38088,ITHACA                      ,109,TOMPKINS,NEW YORK,14850-2820,23,,84.217,TRIO MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,CORNELL UNIVERSITY'S MCNAIR PROGRAM,NON,,O,,,,A,,2,,2017-10-19 18:51:01.691039
U367D170012,1,,,14999904,0,14999904,,,0,,2017-09-28,2017-10-01,2020-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,800590452,"NEW TEACHER PROJECT, INC THE","NEW TEACHER PROJECT, INC THE",800590452,USA,UNITED STATES,186 JORALEMON ST FL 3,,10021,BROOKLYN                    ,047,KINGS,NY,NEW YORK,11201,4326,07,,,,USA,UNITED STATES,NY10022,BROOKLYN                    ,047,KINGS,NEW YORK,11201-4326,07,,84.367,SUPPORTING EFFECTIVE INSTRUCTION STATE GRANTS (FORMELY IMPROVING TEACHER QUALITY STATE GRANTS),04,,"TEACH PREP: BRINGING COMMITMENT, DIVERSITY AND GREAT TEACHING TO CHARLOTTE, TULSA AND WESTERN MASS",NON,,M,,C,,A,,2,,2017-10-27 20:38:55.987864
H325K170031,1,,,249766.00,28140.00,277906,,,,,2017-09-28,2017-10-01,2018-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,071011019,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,071011019,USA,UNITED STATES,441 E FORDHAM RD,,08509,BRONX,005,BRONX,NY,NEW YORK,10458,5149,15,,,,USA,UNITED STATES,NY08510,BRONX,005,BRONX,NEW YORK,10458-5149,15,,84.325,SPECIAL EDUCATION - PERSONNEL DEVELOPMENT TO IMPROVE SERVICES AND RESULTS FOR CHILDREN WITH DISABILITIES,04,,IMPROVING CHILD OUTCOMES OF YOUNG CHILDREN WITH HIGH-INTENSITY NEEDS THROUGH INTERDISCIPLINARY PREPARATION OF SPECIAL EDUCATION AND PRESCHOOL PSYCHOLOGY PROFESSIONALS (ICO),NON,,O,,,,A,,2,,2018-03-12 17:42:38.740363
H126A170048,5,,,9385596.00,7649189.69,17034785.69123253,,,,,2017-09-29,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,042387717,"CHILDREN & FAMILY SERVICES, NEW YORK OFFICE OF","NEW YORK, STATE OF",041002973,USA,UNITED STATES,52 WASHINGTON ST,,61148,RENSSELAER,083,RENSSELAER,NY,NEW YORK,12144,2834,20,,,,USA,UNITED STATES,NY61148,RENSSELAER,083,RENSSELAER,NEW YORK,12144-2834,20,,84.126,REHABILITATION SERVICES VOCATIONAL REHABILITATION GRANTS TO STATES,03,,UNKNOWN TITLE,NON,,A,,,,C,,2,,2018-03-12 17:42:22.5564
