award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
S041B187095,5,,,1183.34,,1183.34,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100378975,LAFARGEVILLE CENTRAL SCHOOL DISTRICT,,,USA,UNITED STATES,20414 SUNRISE AVE,,40233,LA FARGEVILLE,045,JEFFERSON,NY,NEW YORK,13656,2222,21,,,,USA,UNITED STATES,NY40233,LA FARGEVILLE,045,JEFFERSON,NEW YORK,13656-2222,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,C,CITY OR TOWNSHIP GOVERNMENT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:55.047318
P031F140015,5,,,1796485.00,0.00,1796485,,,,,2018-09-11,2018-10-01,2019-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,040761330,"COLLEGE OF NEW ROCHELLE, THE (INC)","COLLEGE OF NEW ROCHELLE, THE (INC)",040761330,USA,UNITED STATES,29 CASTLE PLACE,,50617,NEW ROCHELLE,119,WESTCHESTER,NY,NEW YORK,10805,2330,16,,,,USA,UNITED STATES,NY50617,NEW ROCHELLE,119,WESTCHESTER,NEW YORK,10805-2330,16,,84.031,HIGHER EDUCATION INSTITUTIONAL AID,04,PROJECT GRANT (B),STUDENT SUCCESS COMMUNITIES AT THE COLLEGE OF NEW ROCHELLE,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,2018-09-20 20:01:01.633401
S215E130364,4,,,-99432.57,0.00,-99432.57,,,,,2018-09-11,2015-08-01,2016-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,068060508,BOARD OF COOPERATIVE EDUCATIONAL SERVICES,,068020718,USA,UNITED STATES,201 SUNRISE HWY,,56660,PATCHOGUE,103,SUFFOLK,NY,NEW YORK,11772,1868,01,,,,USA,UNITED STATES,NY56660,PATCHOGUE,103,SUFFOLK,NEW YORK,11772-1868,01,,84.215,"INNOVATIVE APPROACHES TO LITERACY, FULL-SERVICE COMMUNITY SCHOOLS; AND PROMISE NEIGHBORHOODS",04,PROJECT GRANT (B),SCHOOL COUNSELORS IN CENTRAL ISLIP ELEMENTARY SCHOOLS (SCCIES),NON,NOT RECOVERY ACT,C,CITY OR TOWNSHIP GOVERNMENT,,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,2018-09-20 19:57:52.03632
S041B183435,5,,,4694.61,,4694.61,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,075813147,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,,,USA,UNITED STATES,215 S BROAD ST,,64408,SACKETS HARBOR,045,JEFFERSON,NY,NEW YORK,13685,,23,,,,USA,UNITED STATES,NY64408,SACKETS HARBOR,045,JEFFERSON,NEW YORK,13685,23,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:58:23.362214
S041B183461,5,,,743.72,,743.72,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,077308310,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,077308310,USA,UNITED STATES,13180 US RTE 11,,00232,ADAMS CENTER,045,JEFFERSON,NY,NEW YORK,13606,2276,21,,,,USA,UNITED STATES,NY00232,ADAMS CENTER,045,JEFFERSON,NEW YORK,13606-2276,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:58:23.284068
S215G140127,3,,,-546.59,0.00,-546.59,,,,,2018-09-11,2015-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,054950787,SALMON RIVER CENTRAL SCH DIST INC,SALMON RIVER CENTRAL SCH DIST INC,054950787,USA,UNITED STATES,637 COUNTY ROUTE 1,,26726,FORT COVINGTON,033,FRANKLIN,NY,NEW YORK,12937,2807,21,,,,USA,UNITED STATES,NY26737,FORT COVINGTON,033,FRANKLIN,NEW YORK,12937-2807,21,,84.215,"INNOVATIVE APPROACHES TO LITERACY, FULL-SERVICE COMMUNITY SCHOOLS; AND PROMISE NEIGHBORHOODS",04,PROJECT GRANT (B),SALMON RIVER SCHOOL DISTRICT'S LITERACY PROJECT WILL IMPROVE STUDENT ACHIEVEMENT THROUGH THE USE OF HIGH-QUALITY DIGITAL TOOLS AND MATERIALS THROUGH THE IMPLEMENTATION OF VARIOUS PROGRAMS.,NON,NOT RECOVERY ACT,B,COUNTY GOVERNMENT,,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,2018-09-20 19:57:51.94088
S041B187206,5,,,49868.23,,49868.23,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,058110644,SILVER CREEK CENTRAL SCHOOL DISTRICT,SILVER CREEK CENTRAL SCHOOL DISTRICT,058110644,USA,UNITED STATES,1 DICKINSON ST,,67411,SILVER CREEK,013,CHAUTAUQUA,NY,NEW YORK,14136,1637,23,,,,USA,UNITED STATES,NY67411,SILVER CREEK,013,CHAUTAUQUA,NEW YORK,14136-1637,23,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:52.938552
S215E130143,4,,,-234175.00,0.00,-234175,,,,,2018-09-11,2015-08-01,2016-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,188572994,SALAMANCA CITY CENTER SCHOOL DISTRICT,SALAMANCA CITY CENTER SCHOOL DISTRICT,188572994,USA,UNITED STATES,50 IROQUOIS DR,,64749,SALAMANCA,009,CATTARAUGUS,NY,NEW YORK,14779,1361,23,,,,USA,UNITED STATES,NY64749,SALAMANCA,009,CATTARAUGUS,NEW YORK,14779-1361,23,,84.215,"INNOVATIVE APPROACHES TO LITERACY, FULL-SERVICE COMMUNITY SCHOOLS; AND PROMISE NEIGHBORHOODS",04,PROJECT GRANT (B),COUNSELING OUTCOMES LEADING TO STUDENT SUCCESS  ( COLTSS),NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,2018-09-20 19:57:52.102478
S041B183262,4,,,2938264.84,,2938264.84,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,015137144,CARTHAGE CENTRAL SCHOOL DISTRICT,CARTHAGE CENTRAL SCHOOL DISTRICT,015137144,USA,UNITED STATES,25059 WOOLWORTH ST,,12683,CARTHAGE,045,JEFFERSON,NY,NEW YORK,13619,9597,21,,,,USA,UNITED STATES,NY12683,CARTHAGE,045,JEFFERSON,NEW YORK,13619-9597,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:58:23.552006
S041B183476,5,,,2824.52,,2824.52,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,010784072,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,010784072,USA,UNITED STATES,8481 COUNTY ROUTE 9,,16089,CLAYTON,045,JEFFERSON,NY,NEW YORK,13624,3312,21,,,,USA,UNITED STATES,NY16089,CLAYTON,045,JEFFERSON,NEW YORK,13624-3312,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:58:08.667513
S041B187205,5,,,87522.77,,87522.77,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,055116818,GOWANDA CENTRAL SCHOOL DISTRICT,GOWANDA CENTRAL SCHOOL DISTRICT,055116818,USA,UNITED STATES,10674 PROSPECT ST,,29630,GOWANDA,009,CATTARAUGUS,NY,NEW YORK,14070,1384,23,,,,USA,UNITED STATES,NY29630,GOWANDA,009,CATTARAUGUS,NEW YORK,14070-1384,23,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:52.978359
P120A160052,3,,,117191.00,0.00,117191,,,,,2018-09-11,2018-10-01,2019-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,073269664,COLLEGE OF MOUNT SAINT VINCENT,COLLEGE OF MOUNT SAINT VINCENT,073269664,USA,UNITED STATES,6301 RIVERDALE AVE,,08509,BRONX,005,BRONX,NY,NEW YORK,10471,1046,16,,,,USA,UNITED STATES,NY08510,BRONX,005,BRONX,NEW YORK,10471-1046,16,,84.120,MINORITY SCIENCE AND ENGINEERING IMPROVEMENT,04,PROJECT GRANT (B),COLLEGE OF MOUNT SAINT VINCENT MSEIP,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:58:44.36739
S041B186042,5,,,599.06,,599.06,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,077308757,LOWVILLE CENTRAL SCHOOL DISTRICT,LOWVILLE CENTRAL SCHOOL DISTRICT,077308757,USA,UNITED STATES,7668 N STATE ST,,43720,LOWVILLE,049,LEWIS,NY,NEW YORK,13367,1353,21,,,,USA,UNITED STATES,NY43731,LOWVILLE,049,LEWIS,NEW YORK,13367-1353,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:57.492137
U351C170027,2,,,363212.00,0.00,363212,,,,,2018-09-11,2018-10-01,2019-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,962174491,HYDE LEADERSHIP CHARTER SCHOOL BROOKLYN,,,USA,UNITED STATES,330 ALABAMA AVE,,10021,BROOKLYN,047,KINGS,NY,NEW YORK,11207,4005,08,,,,USA,UNITED STATES,NY10022,BROOKLYN,047,KINGS,NEW YORK,11207-4005,08,,84.351,ARTS IN EDUCATION,04,PROJECT GRANT (B),ART-TASTIC!:  AN ARTS INTEGRATION INITIATIVE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:49.419528
S041B187070,5,,,2501.27,,2501.27,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,786701284,GENERAL BROWN CENTRAL SCHOOL DISTRICT,GENERAL BROWN CENTRAL SCHOOL DISTRICT,786701284,USA,UNITED STATES,17643 CEMETERY RD,,20500,DEXTER,045,JEFFERSON,NY,NEW YORK,13634,3092,21,,,,USA,UNITED STATES,NY20500,DEXTER,045,JEFFERSON,NEW YORK,13634-3092,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:55.271727
S041B183338,5,,,1468912.49,,1468912.49,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,193021334,INDIAN RIVER CENTRAL SCHOOL DISTRICT,INDIAN RIVER CENTRAL SCHOOL DISTRICT,015054646,USA,UNITED STATES,32735 B COUNTY RTE 29,,57551,PHILADELPHIA,045,JEFFERSON,NY,NEW YORK,13673,4204,21,,,,USA,UNITED STATES,NY57551,PHILADELPHIA,045,JEFFERSON,NEW YORK,13673-4204,21,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:58:23.483088
U336S140066,7,,,1.00,717114.00,717115,,,,,2018-09-11,2018-10-01,2019-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,625014691,"NEW VISIONS FOR PUBLIC SCHOOLS, INC.","NEW VISIONS FOR PUBLIC SCHOOLS, INC.",625014691,USA,UNITED STATES,205 E 42ND ST,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10017,5773,12,,,,USA,UNITED STATES,NY51000,NEW YORK,061,NEW YORK,NEW YORK,10017-5773,12,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,PROJECT GRANT (B),THE NEW YORK CITY URBAN TEACHER RESIDENCY,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:49.882472
S041B187177,6,,,1007362.20,,1007362.2,,,,,2018-09-11,,2023-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,188572994,SALAMANCA CITY CENTER SCHOOL DISTRICT,SALAMANCA CITY CENTER SCHOOL DISTRICT,188572994,USA,UNITED STATES,50 IROQUOIS DR,,64749,SALAMANCA,009,CATTARAUGUS,NY,NEW YORK,14779,1361,23,,,,USA,UNITED STATES,NY64749,SALAMANCA,009,CATTARAUGUS,NEW YORK,14779-1361,23,,84.041,IMPACT AID,04,PROJECT GRANT (B),UNKNOWN TITLE,NON,NOT RECOVERY ACT,G,INDEPENDENT SCHOOL DISTRICT,,,C,REVISION,2,NON-AGGREGATE RECORD,2018-09-20 19:57:53.386146
P031S160092,3,,,342117.00,0.00,342117,,,,,2018-09-10,2018-10-01,2019-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,079143230,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,50 W 40TH ST,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10018,2602,12,,,,USA,UNITED STATES,NY51000,NEW YORK,061,NEW YORK,NEW YORK,10018-2602,12,,84.031,HIGHER EDUCATION INSTITUTIONAL AID,04,PROJECT GRANT (B),"PROJECT GLEAM: GUTTMAN'S LEARNING, ENGAGEMENT & ADVISING MODEL",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-09-20 20:03:25.455312
