award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
U282A050007,0006,,SAI NOT AVAILABLE,-24058.00,166958.00,-24058.0,0.00,,0.00,,2007-09-25,2007-08-01,2009-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,NEW YORK STATE EDUCATION DEPARTMENT,"NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,00000,ALBANY,000,,NY,NEW YORK,12234,1000,21,,,,USA,UNITED STATES,3600000,ALBANY,001,ALBANY,NEW YORK,122341000,21,,84.282,CHARTER SCHOOLS,04,,PUBLIC CHARTER SCHOOLS,NON,,00,,,,D,,2,,2011-04-20 00:00:00
U282A050007,0011,,SAI NOT AVAILABLE,0.00,166958.00,166958.0,0.00,,0.00,,2007-09-25,2007-08-01,2009-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,"EDUCATION DEPARTMENT, NEW YORK STATE","NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,00000,ALBANY,000,,NY,NEW YORK,12234,1000,21,,,,USA,UNITED STATES,3600000,ALBANY,001,ALBANY,NEW YORK,122341000,21,,84.282,CHARTER SCHOOLS,04,,PUBLIC CHARTER SCHOOLS,NON,,00,,,,B,,2,,2011-10-05 00:00:00
P116B070065,0006,,SAI NOT AVAILABLE,-486.00,2008622.00,-486.0,0.00,,0.00,,2007-09-25,2008-01-01,2010-12-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,088497748,RFCUNY - LAGUARDIA COMMUNITY COLLEGE,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,31-10 THOMSON AVE,,43390,LONG ISLAND CITY,081,QUEENS,NY,NEW YORK,11101,3007,14,,,,USA,UNITED STATES,3643390,LONG ISLAND CITY,081,QUEENS,NEW YORK,111013007,14,,84.116,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,04,,COMPREHENSIVE PROGRAM,NON,,02,,,,D,,2,,2011-11-08 00:00:00
P345A070001,0005,,SAI NOT AVAILABLE,0.00,418750.00,418750.0,0.00,,0.00,,2007-09-25,2007-10-01,2009-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,077722254,NEW-YORK HISTORICAL SOCIETY  THE,,,USA,UNITED STATES,170 CENTRAL PARK W,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10024,5152,08,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100245152,08,,84.345,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAM,04,,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAMS,NON,,12,,,,B,,2,,2010-12-20 00:00:00
U282A050007,0008,,SAI NOT AVAILABLE,0.00,166958.00,166958.0,0.00,,0.00,,2007-09-25,2007-08-01,2009-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,NEW YORK STATE EDUCATION DEPARTMENT,"NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,00000,ALBANY,000,,NY,NEW YORK,12234,1000,21,,,,USA,UNITED STATES,3600000,ALBANY,001,ALBANY,NEW YORK,122341000,21,,84.282,CHARTER SCHOOLS,04,,PUBLIC CHARTER SCHOOLS,NON,,00,,,,D,,2,,2011-05-05 00:00:00
P345A070001,0003,,SAI NOT AVAILABLE,0.00,418750.00,418750.0,0.00,,0.00,,2007-09-25,2007-10-01,2009-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,077722254,NEW-YORK HISTORICAL SOCIETY  THE,,,USA,UNITED STATES,170 CENTRAL PARK W,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10024,5152,08,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100245152,08,,84.345,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAM,04,,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAMS,NON,,12,,,,B,,2,,2010-10-26 00:00:00
U282A050007,0007,,SAI NOT AVAILABLE,0.00,166958.00,166958.0,0.00,,0.00,,2007-09-25,2007-08-01,2009-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,NEW YORK STATE EDUCATION DEPARTMENT,"NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,00000,ALBANY,000,,NY,NEW YORK,12234,1000,21,,,,USA,UNITED STATES,3600000,ALBANY,001,ALBANY,NEW YORK,122341000,21,,84.282,CHARTER SCHOOLS,04,,PUBLIC CHARTER SCHOOLS,NON,,00,,,,B,,2,,2011-05-05 00:00:00
U282A050007,0010,,SAI NOT AVAILABLE,0.00,166958.00,166958.0,0.00,,0.00,,2007-09-25,2007-08-01,2009-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,NEW YORK STATE EDUCATION DEPARTMENT,"NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,00000,ALBANY,000,,NY,NEW YORK,12234,1000,21,,,,USA,UNITED STATES,3600000,ALBANY,001,ALBANY,NEW YORK,122341000,21,,84.282,CHARTER SCHOOLS,04,,PUBLIC CHARTER SCHOOLS,NON,,00,,,,D,,2,,2011-05-20 00:00:00
U282A050007,0012,,SAI NOT AVAILABLE,0.00,166958.00,166958.0,0.00,,0.00,,2007-09-25,2007-08-01,2009-07-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,"EDUCATION DEPARTMENT, NEW YORK STATE","NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,00000,ALBANY,000,,NY,NEW YORK,12234,1000,21,,,,USA,UNITED STATES,3600000,ALBANY,001,ALBANY,NEW YORK,122341000,21,,84.282,CHARTER SCHOOLS,04,,PUBLIC CHARTER SCHOOLS,NON,,00,,,,D,,2,,2011-10-05 00:00:00
Q304C070005,0005,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-26,2007-10-01,2009-03-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,135504876,YONKERS CITY SCHOOL DISTRICT,YONKERS CITY SCHOOL DISTRICT,135504876,USA,UNITED STATES,1 LARKEN CENTER 3RD FLR,,84000,YONKERS,119,WESTCHESTER,NY,NEW YORK,10701,7044,17,,,,USA,UNITED STATES,3684000,YONKERS,119,WESTCHESTER,NEW YORK,107017044,17,,84.304,CIVIC EDUCATION - WE THE PEOPLE AND THE COOPERATIVE EDUCATION EXCHANGE PROGRAM,04,,GRANT COMPETITION TO IMPROVE PUBLIC KNOWLEDGE OF AND SUPPORT FOR DEMOCRACY,NON,,02,,,,A,,2,,2011-03-21 00:00:00
P345A070001,0002,,SAI NOT AVAILABLE,0.00,418750.00,418750.0,0.00,,0.00,,2007-09-25,2007-10-01,2009-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,077722254,NEW-YORK HISTORICAL SOCIETY  THE,,,USA,UNITED STATES,170 CENTRAL PARK W,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10024,5152,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100245152,14,,84.345,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAM,04,,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAMS,NON,,12,,,,B,,2,,2010-05-20 00:00:00
P217A070319,0042,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,038633251,RESEARCH FOUNDATION OF STATE UNIVERSITY OF NE,THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,020657151,USA,UNITED STATES,402 CROFTS HALL,,00000,BUFFALO,000,,NY,NEW YORK,14260,0001,26,,,,USA,UNITED STATES,3600000,BUFFALO,029,ERIE,NEW YORK,142600001,26,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,06,,,,C,,2,,2011-08-22 00:00:00
P217A070257,0034,,SAI NOT AVAILABLE,0.00,19360.00,19360.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,049179401,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CI,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,049179401,USA,UNITED STATES,2960 BROADWAY 211 LOW LIBRARY,,00000,NEW YORK,000,,NY,NEW YORK,10027,6900,15,,,,USA,UNITED STATES,3600000,NEW YORK,061,NEW YORK,NEW YORK,100276900,15,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,20,,,,C,,2,,2011-08-22 00:00:00
H908B070001,0007,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2006-10-01,2007-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,801314584,ROCHESTER INSTITUTE OF TECHNOLOGY (INC),ROCHESTER INSTITUTE OF TECHNOLOGY (INC),002223642,USA,UNITED STATES,7 LOMB MEMORIAL DR,,00000,ROCHESTER,000,,NY,NEW YORK,14623,5602,29,,,,USA,UNITED STATES,3600000,ROCHESTER,055,MONROE,NEW YORK,146235602,29,,84.908,NATIONAL TECHNICAL INSTITUTE FOR THE DEAF (NTID),03,,NTID ENDOWMENT PROGRAM,NON,,20,,,,A,,2,,2011-06-06 00:00:00
P031S070043,0026,,SAI NOT AVAILABLE,0.00,362145.00,362145.0,0.00,,0.00,,2007-09-25,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,088497748,RFCUNY - LAGUARDIA COMMUNITY COLLEGE,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,31-10 THOMSON AVE,,43390,LONG ISLAND CITY,081,QUEENS,NY,NEW YORK,11101,3007,14,,,,USA,UNITED STATES,3643390,LONG ISLAND CITY,081,QUEENS,NEW YORK,111013007,14,,84.031,HIGHER EDUCATION_INSTITUTIONAL AID,04,,STRENGTHENING INSTITUTIONS - HISPANIC SERVING INSTITUTIONS,NON,,02,,,,C,,2,,2011-07-20 00:00:00
P217A070154,0026,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,612724732,THE RESEARCH FOUNDATION OF STATE UNIVERSITY O,THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,020657151,USA,UNITED STATES,1300 ELMWOOD AVE,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14222,1004,27,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142221004,27,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,06,,,,C,,2,,2011-08-22 00:00:00
P217A070189,0030,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,073134744,"ST JOHN'S UNIVERSITY, NEW YORK","ST JOHN'S UNIVERSITY, NEW YORK",073134744,USA,UNITED STATES,8000 UTOPIA PWY,,38231,JAMAICA,081,QUEENS,NY,NEW YORK,11439,9000,06,,,,USA,UNITED STATES,3638231,JAMAICA,081,QUEENS,NEW YORK,114399000,06,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,06,,,,C,,2,,2011-08-22 00:00:00
P217A070224,0026,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,090185294,THE RESEARCH FOUNDATION OF STATE UNIVERSITY O,THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,020657151,USA,UNITED STATES,7060 STATE ROUTE 104,,00000,OSWEGO,000,,NY,NEW YORK,13126,3501,23,,,,USA,UNITED STATES,3600000,OSWEGO,075,OSWEGO,NEW YORK,131263501,23,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,06,,,,C,,2,,2011-08-22 00:00:00
P217A070166,0030,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,044827764,MERCY COLLEGE,MERCY COLLEGE,044827764,USA,UNITED STATES,555 BRDWY,,20698,DOBBS FERRY,119,WESTCHESTER,NY,NEW YORK,10522,1186,18,,,,USA,UNITED STATES,3620698,DOBBS FERRY,119,WESTCHESTER,NEW YORK,105221186,18,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,05,,,,C,,2,,2011-08-22 00:00:00
P345A070001,0001,,SAI NOT AVAILABLE,989100.00,418750.00,989100.0,0.00,,0.00,,2007-09-25,2007-10-01,2009-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,077722254,NEW-YORK HISTORICAL SOCIETY  THE,,,USA,UNITED STATES,170 CENTRAL PARK W,,00000,NEW YORK,000,,NY,NEW YORK,10024,5152,14,,,,USA,UNITED STATES,3600000,NEW YORK,061,NEW YORK,NEW YORK,100245152,14,,84.345,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAM,04,,UNDERGROUND RAILROAD EDUCATIONAL AND CULTURAL PROGRAMS,NON,,12,,,,B,,2,,2010-05-06 00:00:00
P217A040151,0016,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-20,2007-10-01,2008-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,06,,,,B,,2,,2011-03-21 00:00:00
P217A070061,0034,,SAI NOT AVAILABLE,0.00,21404.00,21404.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,878167162,CLARKSON UNIVERSITY,CLARKSON UNIVERSITY,041590993,USA,UNITED STATES,8 CLARKSON AVE RM 103 ERC,,59564,POTSDAM,089,ST. LAWRENCE,NY,NEW YORK,13699,0001,23,,,,USA,UNITED STATES,3659564,POTSDAM,089,ST. LAWRENCE,NEW YORK,136990001,23,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,01,,,,C,,2,,2011-08-22 00:00:00
P217A070038,0034,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2007-09-24,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,041294109,UNIVERSITY OF ROCHESTER,UNIVERSITY OF ROCHESTER,041294109,USA,UNITED STATES,910 GENESEE ST STE 200,,00000,ROCHESTER,000,,NY,NEW YORK,14611,3847,28,,,,USA,UNITED STATES,3600000,ROCHESTER,055,MONROE,NEW YORK,146113847,28,,84.217,TRIO_MCNAIR POST-BACCALAUREATE ACHIEVEMENT,04,,RONALD E. MCNAIR POST-BACCALAUREATE ACHIEVEMENT,NON,,20,,,,C,,2,,2011-08-22 00:00:00
